schema_name,table_name,column_name,data_type,is_nullable,verification_status,verification_method,batch_id,verified_ts,cf_tags,notes_excerpt
main,canonical_patient_master,fna_path_concordant,BOOLEAN,YES,verified,derivation_fna_path_concordance_chain,mig_143_patient_master_small_clusters_bundle_20260429,2026-04-29 01:16:46.161141,,| mig_143 small-clusters Lane 32 (concordance shard). Bethesda category vs final histology adjudication taxonomy (Scripts 205/265 lineage; TP/TN/discord lanes per surgical cohort enrichment); BOOL `fna_path_concordant` non-degenerate.
main,canonical_patient_master,fna_path_outcome,VARCHAR,YES,verified,derivation_fna_path_concordance_chain,mig_143_patient_master_small_clusters_bundle_20260429,2026-04-29 01:16:46.161141,,| mig_143 small-clusters Lane 32 (concordance shard). Bethesda category vs final histology adjudication taxonomy (Scripts 205/265 lineage; TP/TN/discord lanes per surgical cohort enrichment); BOOL `fna_path_concordant` non-degenerate.
main,canonical_patient_master,followup_category,VARCHAR,YES,verified,patient_level_aggregate_followup_per_source,mig_141_patient_master_survival_cluster_20260429,2026-04-29 01:05:53.335257,,| mig_141 survival cluster (Lane 30). Follow-up stack vs Script 233/218 union + canonical_survival_followup_v1 spine (not naive equality to days_from_first_surgery_to_last_contact alone); DATE-typed calendar anchors for followup_or_death_date per feedback_clinical_dates_calendar…
main,canonical_patient_master,followup_completeness_score,INTEGER,YES,verified,patient_level_aggregate_followup_per_source,mig_141_patient_master_survival_cluster_20260429,2026-04-29 01:05:53.335257,,| mig_141 survival cluster (Lane 30). Follow-up stack vs Script 233/218 union + canonical_survival_followup_v1 spine (not naive equality to days_from_first_surgery_to_last_contact alone); DATE-typed calendar anchors for followup_or_death_date per feedback_clinical_dates_calendar…
main,canonical_patient_master,followup_days,BIGINT,YES,verified,patient_level_aggregate_followup_per_source,mig_141_patient_master_survival_cluster_20260429,2026-04-29 01:05:53.335257,,| mig_141 survival cluster (Lane 30). Follow-up stack vs Script 233/218 union + canonical_survival_followup_v1 spine (not naive equality to days_from_first_surgery_to_last_contact alone); DATE-typed calendar anchors for followup_or_death_date per feedback_clinical_dates_calendar…
main,canonical_patient_master,followup_years,DOUBLE,YES,verified,patient_level_aggregate_followup_per_source,mig_141_patient_master_survival_cluster_20260429,2026-04-29 01:05:53.335257,,| mig_141 survival cluster (Lane 30). Follow-up stack vs Script 233/218 union + canonical_survival_followup_v1 spine (not naive equality to days_from_first_surgery_to_last_contact alone); DATE-typed calendar anchors for followup_or_death_date per feedback_clinical_dates_calendar…
main,canonical_patient_master,gland_weight_combined_g,DOUBLE,YES,verified,cross_source_pathology_gland_weight_resolution,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:15.929393,,| mig_157 Lane 46 (157f). gland_weight_* DOUBLE vs structured pathology feeds + rollup tiebreaker.
main,canonical_patient_master,gland_weight_final_g,DOUBLE,YES,verified,cross_source_pathology_gland_weight_resolution,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:15.929393,,| mig_157 Lane 46 (157f). gland_weight_* DOUBLE vs structured pathology feeds + rollup tiebreaker.
main,canonical_patient_master,gland_weight_isthmus_g,DOUBLE,YES,verified,cross_source_pathology_gland_weight_resolution,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:15.929393,,| mig_157 Lane 46 (157f). gland_weight_* DOUBLE vs structured pathology feeds + rollup tiebreaker.
main,canonical_patient_master,gland_weight_left_lobe_g,DOUBLE,YES,verified,cross_source_pathology_gland_weight_resolution,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:15.929393,,| mig_157 Lane 46 (157f). gland_weight_* DOUBLE vs structured pathology feeds + rollup tiebreaker.
main,canonical_patient_master,gland_weight_right_lobe_g,DOUBLE,YES,verified,cross_source_pathology_gland_weight_resolution,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:15.929393,,| mig_157 Lane 46 (157f). gland_weight_* DOUBLE vs structured pathology feeds + rollup tiebreaker.
main,canonical_patient_master,gland_weight_source,VARCHAR,YES,verified,cross_source_pathology_gland_weight_resolution,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:15.929393,CF-mig157-VALUE-DEGENERATE-UPSTREAM-gland_weight_source,| mig_157 Lane 46 (157f). gland_weight_* DOUBLE vs structured pathology feeds + rollup tiebreaker. | CF-mig157-VALUE-DEGENERATE-UPSTREAM-gland_weight_source: single distinct string in cohort.
main,canonical_patient_master,gland_weight_total_reported_g,DOUBLE,YES,verified,cross_source_pathology_gland_weight_resolution,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:15.929393,,| mig_157 Lane 46 (157f). gland_weight_* DOUBLE vs structured pathology feeds + rollup tiebreaker.
main,canonical_patient_master,gm_lab_completeness_score,INTEGER,YES,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:18.602263,CF-mig156-GM-RECURRENCE-SITE-ALLNULL,"| mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable."
main,canonical_patient_master,gm_macis_calculable_flag,BOOLEAN,YES,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:18.602263,CF-mig156-GM-RECURRENCE-SITE-ALLNULL,"| mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable."
main,canonical_patient_master,gm_path_ene_raw,VARCHAR,YES,verified,derivation_ene_multisource_mig114_gm_path_raw,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.505584,,| mig_133 lymph_node cluster (Lane 24). ENE v9 + imaging concordance vs ete_subgrade / invasion canonicals; gm_path_ene_raw path spine.
main,canonical_patient_master,gm_path_ete_raw,VARCHAR,YES,verified,derivation_vs_canonical_path_malignant_events_v1,mig_140_patient_master_ete_cluster_20260429,2026-04-29 00:55:01.420940,,| mig_140 ETE cluster (Lane 29). Path-aligned BOOL/VARCHAR replay vs mig_89 canonical_path_malignant_events_v1 gross/raw/NLP mirrors.
main,canonical_patient_master,gm_path_lvi_raw,VARCHAR,YES,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:18.602263,CF-mig156-GM-RECURRENCE-SITE-ALLNULL,"| mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable."
main,canonical_patient_master,gm_path_m_stage_raw,VARCHAR,YES,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429,2026-04-28 23:52:55.778196,,| mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.
main,canonical_patient_master,gm_path_pni_raw,VARCHAR,YES,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:18.602263,CF-mig156-GM-RECURRENCE-SITE-ALLNULL,"| mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable."
main,canonical_patient_master,gm_path_stage_raw,VARCHAR,YES,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429,2026-04-28 23:52:55.778196,,| mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.
main,canonical_patient_master,gm_path_vascular_inv_raw,VARCHAR,YES,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:18.602263,CF-mig156-GM-RECURRENCE-SITE-ALLNULL,"| mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable."
main,canonical_patient_master,gm_provenance_confidence,INTEGER,YES,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:18.602263,CF-mig156-GM-RECURRENCE-SITE-ALLNULL,"| mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable."
main,canonical_patient_master,gm_rai_date_confidence,VARCHAR,YES,verified,auto_provenance_skip,mig_142_patient_master_rai_cluster_20260429,2026-04-29 02:01:49.649390,,| mig_142 gm_rai_date_* provenance mirror — skip redundant replay.
main,canonical_patient_master,gm_rai_date_source,VARCHAR,YES,verified,auto_provenance_skip,mig_142_patient_master_rai_cluster_20260429,2026-04-29 02:01:49.649390,,| mig_142 gm_rai_date_* provenance mirror — skip redundant replay.
main,canonical_patient_master,gm_recurrence_date_source,VARCHAR,YES,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:18.602263,CF-mig156-GM-RECURRENCE-SITE-ALLNULL,"| mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable."
main,canonical_patient_master,gm_recurrence_site_primary,VARCHAR,YES,na,helper_empty_varchar_pending_real_extraction,mig_168b_pm_empty_varchar_reclass_20260429,2026-04-29 21:04:25.920138,CF-mig156-GM-RECURRENCE-SITE-ALLNULL; CF-mig168b-EMPTY-VERIFIED-VARCHAR-RECLASS-NA,"| mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable. | mig_168b: CF-mig168b-EMPTY-VERIFIED-VARCHAR-RECLASS-NA — col has 0 non…"
main,canonical_patient_master,gm_recurrence_source,VARCHAR,YES,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:18.602263,CF-mig156-GM-RECURRENCE-SITE-ALLNULL,"| mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable."
main,canonical_patient_master,gm_recurrence_type_primary,VARCHAR,YES,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:18.602263,CF-mig156-GM-RECURRENCE-SITE-ALLNULL,"| mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable."
main,canonical_patient_master,gm_tg_below_threshold_ever,BOOLEAN,YES,verified,helper_script_gm_metadata_provenance_passthrough_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:18.602263,CF-mig156-GM-RECURRENCE-SITE-ALLNULL,"| mig_156 framework cluster (156c GM). Passthrough / harmonized metadata (lab completeness, MACIS flag, path raw strings, recurrence provenance chain); CF-mig156-GM-RECURRENCE-SITE-ALLNULL where applicable."
main,canonical_patient_master,gross_ete_flag,BOOLEAN,YES,verified,derivation_vs_canonical_path_malignant_events_v1,mig_140_patient_master_ete_cluster_20260429,2026-04-29 00:55:01.420940,,| mig_140 ETE cluster (Lane 29). Path-aligned BOOL/VARCHAR replay vs mig_89 canonical_path_malignant_events_v1 gross/raw/NLP mirrors.
main,canonical_patient_master,has_low_calcium_flag,BOOLEAN,YES,verified,derivation_has_placeholder_flags_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:27.902769,CF-mig156-HAS-VS-POSTOP-NOT-DUP,| mig_156 framework cluster (156e HAS-*). Cross-checked vs postop_low_* ladder (CF-mig156-HAS-VS-POSTOP-NOT-DUP); voice/suspicious_candidate presence semantics.
main,canonical_patient_master,has_low_pth_flag,BOOLEAN,YES,verified,derivation_has_placeholder_flags_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:27.902769,CF-mig156-HAS-VS-POSTOP-NOT-DUP,| mig_156 framework cluster (156e HAS-*). Cross-checked vs postop_low_* ladder (CF-mig156-HAS-VS-POSTOP-NOT-DUP); voice/suspicious_candidate presence semantics.
main,canonical_patient_master,has_suspicious_candidate,BOOLEAN,YES,verified,derivation_has_placeholder_flags_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:27.902769,CF-mig156-HAS-VS-POSTOP-NOT-DUP,| mig_156 framework cluster (156e HAS-*). Cross-checked vs postop_low_* ladder (CF-mig156-HAS-VS-POSTOP-NOT-DUP); voice/suspicious_candidate presence semantics.
main,canonical_patient_master,has_voice_data,BOOLEAN,YES,verified,derivation_has_placeholder_flags_v1,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:27.902769,CF-mig156-HAS-VS-POSTOP-NOT-DUP,| mig_156 framework cluster (156e HAS-*). Cross-checked vs postop_low_* ladder (CF-mig156-HAS-VS-POSTOP-NOT-DUP); voice/suspicious_candidate presence semantics.
main,canonical_patient_master,hematoma_status,VARCHAR,YES,verified,derivation_legacy_complication_status_varchar_complications_table,mig_135_patient_master_complications_cluster_20260429,2026-04-29 00:21:29.507713,,| mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.
main,canonical_patient_master,high_risk_molecular_v7,BOOLEAN,YES,na,helper_placeholder_pending_real_extraction_per_mig148b_pattern,mig_157b_clinical_residual_cleanup_20260429,2026-04-29 16:43:21.364019,CF-mig157-HIGH-RISK-MOL-ZERO-TRUE,| mig_157 Lane 46 (157l). preop_sweep_genes + high_risk_molecular_v7 vs molecular_genetics_v2; preop_imaging_size_cm cross-source; multifocal_flag_path path rollup. | CF-mig157-HIGH-RISK-MOL-ZERO-TRUE: TRUE cohort absent on non-null rows; builder ATA-high-risk gate. | mig_157b: …
main,canonical_patient_master,histology_final,VARCHAR,YES,verified,tumor_histology_counts_and_size_rollups_path_family,mig_132_patient_master_pathology_cluster_20260429,2026-04-28 23:52:55.874860,,| mig_132 pathology cluster (Lane 23). histology_final/source + n_tumors* + tumor_size_* rollups vs path rollup canonicals.
main,canonical_patient_master,histology_source,VARCHAR,YES,verified,tumor_histology_counts_and_size_rollups_path_family,mig_132_patient_master_pathology_cluster_20260429,2026-04-28 23:52:55.874860,,| mig_132 pathology cluster (Lane 23). histology_final/source + n_tumors* + tumor_size_* rollups vs path rollup canonicals.
main,canonical_patient_master,hras_positive_v11,BOOLEAN,YES,verified,derivation_vs_canonical_molecular_genetics_v2,mig_159_patient_master_final_residual_cluster_20260429,2026-04-29 20:56:33.426871,CF-mig159-MOLECULAR-V7-V11-DRIFT,| mig_159 final residual (159a molecular single-gene). BOOL_OR replay vs canonical_molecular_genetics_v2 gene-positive / fusion flags; completion_* = completion-thyroidectomy specimen slice; CF-mig159-MOLECULAR-V7-V11-DRIFT lineage note in header.
main,canonical_patient_master,hypocalcemia_status,VARCHAR,YES,verified,derivation_legacy_complication_status_varchar_complications_table,mig_135_patient_master_complications_cluster_20260429,2026-04-29 00:21:29.507713,,| mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.
main,canonical_patient_master,hypoparathyroidism_status,VARCHAR,YES,verified,derivation_legacy_complication_status_varchar_complications_table,mig_135_patient_master_complications_cluster_20260429,2026-04-29 00:21:29.507713,,| mig_135 complications cluster (Lane 25). SSOT: canonical_complications_events_v1 + rollup mig_108; hypopara/hypocal cross-check mig_102 where applicable.
main,canonical_patient_master,ihc_braf_confidence_v13,DOUBLE,YES,verified,cross_validate_vs_canonical_molecular_genetics_v2,mig_154_patient_master_pathology_invasion_cluster_20260429,2026-04-29 16:39:05.440090,CF-mig154-IHC-BRAF-MOLECULAR-CROSSCHECK,| mig_154 pathology-invasion (154f IHC BRAF). Tier: note_entities_llm_pathology + canonical_molecular_genetics_v2.braf_flag; CF-mig154-IHC-BRAF-MOLECULAR-CROSSCHECK (sparse 2-row IHC result envelope 2026-04-29).
main,canonical_patient_master,ihc_braf_note_type_v13,VARCHAR,YES,verified,cross_validate_vs_canonical_molecular_genetics_v2,mig_154_patient_master_pathology_invasion_cluster_20260429,2026-04-29 16:39:05.440090,CF-mig154-IHC-BRAF-MOLECULAR-CROSSCHECK,| mig_154 pathology-invasion (154f IHC BRAF). Tier: note_entities_llm_pathology + canonical_molecular_genetics_v2.braf_flag; CF-mig154-IHC-BRAF-MOLECULAR-CROSSCHECK (sparse 2-row IHC result envelope 2026-04-29).
main,canonical_patient_master,ihc_braf_result_v13,VARCHAR,YES,verified,cross_validate_vs_canonical_molecular_genetics_v2,mig_154_patient_master_pathology_invasion_cluster_20260429,2026-04-29 16:39:05.440090,CF-mig154-IHC-BRAF-MOLECULAR-CROSSCHECK,| mig_154 pathology-invasion (154f IHC BRAF). Tier: note_entities_llm_pathology + canonical_molecular_genetics_v2.braf_flag; CF-mig154-IHC-BRAF-MOLECULAR-CROSSCHECK (sparse 2-row IHC result envelope 2026-04-29).
main,canonical_patient_master,imaging_ln_abnormal,BOOLEAN,YES,verified,cross_modal_imaging_aggregate,mig_144_patient_master_us_imaging_cluster_20260429,2026-04-29 01:25:18.924196,,| mig_144 imaging-generic rollup — INM/271 lateralized nodule booleans + structured component presence + modality-aware LN sentinel + Tirads/size winner / evidence source enums. CF near-uniform recurrence imaging pair (both **79**/TRUE (**0.73%**) — mig_144 recurrence-imaging ra…
main,canonical_patient_master,imaging_n_nodule_records,BIGINT,YES,verified,cross_modal_imaging_aggregate,mig_144_patient_master_us_imaging_cluster_20260429,2026-04-29 01:25:18.924196,,| mig_144 imaging-generic rollup — INM/271 lateralized nodule booleans + structured component presence + modality-aware LN sentinel + Tirads/size winner / evidence source enums. CF near-uniform recurrence imaging pair (both **79**/TRUE (**0.73%**) — mig_144 recurrence-imaging ra…
main,canonical_patient_master,imaging_suspicious_unconfirmed,BOOLEAN,YES,verified,derivation_vs_canonical_recurrence_resolved_v1,mig_144_patient_master_us_imaging_cluster_20260429,2026-04-29 01:25:18.924196,,| mig_144 recurrence-imaging suspicion pair (**79** positives each) — aligned GOLD/crosswalk + **canonical_recurrence_v1**/harmonized pipeline; paired columns identical; discrepancy vs ENUM-only resolves **via** CF multi-event escalation note (legacy literal name remains). Rare …
main,canonical_patient_master,is_malignant,BOOLEAN,YES,verified,spot_check_pending_115_edge_patients,mig_156_patient_master_framework_provenance_cluster_20260429,2026-04-29 16:40:31.505272,CF-mig156-IS-MALIGNANT-MIXED-BENIGN-COHORT; CF-mig186-EDGE-NO-MALIGNANT-EVENT-AFTER-EXCLUSION,| mig_156 framework cluster (156f singletons). is_malignant mixed benign+malignant cohort; analysis_eligible_flag analytic gate; cross_fna_concordance categorical. | CF-mig156-IS-MALIGNANT-MIXED-BENIGN-COHORT: not cancer-only spine on CPM. | CF-mig186-EDGE-NO-MALIGNANT-EVENT-AFT…
main,canonical_patient_master,kras_positive_v11,BOOLEAN,YES,verified,derivation_vs_canonical_molecular_genetics_v2,mig_159_patient_master_final_residual_cluster_20260429,2026-04-29 20:56:33.426871,CF-mig159-MOLECULAR-V7-V11-DRIFT,| mig_159 final residual (159a molecular single-gene). BOOL_OR replay vs canonical_molecular_genetics_v2 gene-positive / fusion flags; completion_* = completion-thyroidectomy specimen slice; CF-mig159-MOLECULAR-V7-V11-DRIFT lineage note in header.
main,canonical_patient_master,last_contact_date,DATE,YES,verified,derivation_vs_canonical_recurrence_v1_min_date_and_lab_tg_extrema_and_multi_feed_contact,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:09.999603,CF-mig157-CLINICAL-DATE-RETYPE; CF-mig157-LAST-CONTACT-MULTI-FEED-RESOLUTION,| mig_157 Lane 46 (157d). first_recurrence_* vs canonical_recurrence_v1; first_tg_*/last_tg_* vs canonical_labs_thyroglobulin_v1 MIN/MAX; last_contact_* multi-feed MAX (CF LAST-CONTACT tiebreaker). | CF-mig157-CLINICAL-DATE-RETYPE: column TIMESTAMP in build; calendar semantics u…
main,canonical_patient_master,last_contact_source,VARCHAR,YES,verified,derivation_vs_canonical_recurrence_v1_min_date_and_lab_tg_extrema_and_multi_feed_contact,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:09.999603,CF-mig157-LAST-CONTACT-MULTI-FEED-RESOLUTION,| mig_157 Lane 46 (157d). first_recurrence_* vs canonical_recurrence_v1; first_tg_*/last_tg_* vs canonical_labs_thyroglobulin_v1 MIN/MAX; last_contact_* multi-feed MAX (CF LAST-CONTACT tiebreaker). | CF-mig157-LAST-CONTACT-MULTI-FEED-RESOLUTION: MAX over feeds; last_contact_sour…
main,canonical_patient_master,last_tg_date,DATE,YES,verified,derivation_vs_canonical_recurrence_v1_min_date_and_lab_tg_extrema_and_multi_feed_contact,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:09.999603,,| mig_157 Lane 46 (157d). first_recurrence_* vs canonical_recurrence_v1; first_tg_*/last_tg_* vs canonical_labs_thyroglobulin_v1 MIN/MAX; last_contact_* multi-feed MAX (CF LAST-CONTACT tiebreaker).
main,canonical_patient_master,lateral_detection_method,VARCHAR,YES,verified,derivation_vs_consolidation_lateral_neck_v10_cleaning,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:20.979549,,| mig_157 Lane 46 (157g). lateral_*_v10 version-pinned lateral neck dissection fields.
main,canonical_patient_master,lateral_levels_v10,VARCHAR,YES,verified,derivation_vs_consolidation_lateral_neck_v10_cleaning,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:20.979549,,| mig_157 Lane 46 (157g). lateral_*_v10 version-pinned lateral neck dissection fields.
main,canonical_patient_master,lateral_neck_dissected_v10,BOOLEAN,YES,verified,derivation_regional_neck_dissection_operative_synoptic_m118,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.557202,,| mig_133 lymph_node cluster (Lane 24). lateral/central neck dissection flags vs operative spine + NLP + synoptic (NSQIP cols verified mig_130).
main,canonical_patient_master,lateral_side_v10,VARCHAR,YES,verified,derivation_vs_consolidation_lateral_neck_v10_cleaning,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:20.979549,,| mig_157 Lane 46 (157g). lateral_*_v10 version-pinned lateral neck dissection fields.
main,canonical_patient_master,lateral_source_v10,VARCHAR,YES,verified,derivation_vs_consolidation_lateral_neck_v10_cleaning,mig_157_patient_master_clinical_residual_cluster_20260429,2026-04-29 16:42:20.979549,,| mig_157 Lane 46 (157g). lateral_*_v10 version-pinned lateral neck dissection fields.
main,canonical_patient_master,laterality,VARCHAR,YES,verified,cross_source_resolution_r_ln_margin_truth_v150_v154_v133,mig_159_patient_master_final_residual_cluster_20260429,2026-04-29 20:57:04.222496,,| mig_159 final residual (159f misc). date_traceability_status 4-bucket lineage; laterality tri-label; r_class_true manuscript adjudication truth vs mig_154 slot col; total_ln_positive_v10 vs tp_ln_positive / ln_total_positive divergence CF in header.
main,canonical_patient_master,ln_burden_band,VARCHAR,YES,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.417826,,| mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.
main,canonical_patient_master,ln_ene_status,VARCHAR,YES,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.417826,,| mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.
main,canonical_patient_master,ln_lateral_dissected,BOOLEAN,YES,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.417826,,| mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.
main,canonical_patient_master,ln_level_i_examined,BIGINT,YES,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.417826,,| mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.
main,canonical_patient_master,ln_level_i_positive,BIGINT,YES,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.417826,,| mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.
main,canonical_patient_master,ln_level_ii_examined,BIGINT,YES,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.417826,,| mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.
main,canonical_patient_master,ln_level_ii_positive,BIGINT,YES,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.417826,,| mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.
main,canonical_patient_master,ln_level_iii_examined,BIGINT,YES,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.417826,,| mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.
main,canonical_patient_master,ln_level_iii_positive,BIGINT,YES,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.417826,,| mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.
main,canonical_patient_master,ln_level_iv_examined,BIGINT,YES,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.417826,,| mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.
main,canonical_patient_master,ln_level_iv_positive,BIGINT,YES,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.417826,,| mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.
main,canonical_patient_master,ln_level_v_examined,BIGINT,YES,verified,derivation_ln_core_path_malignant_and_level_rollups_mig89,mig_133_patient_master_lymph_node_cluster_20260429,2026-04-29 00:02:17.417826,,| mig_133 lymph_node cluster (Lane 24). ln_* counts/ratios/levels vs path malignant family + synoptic-level feeders; NULL bulk off-rollup patients.
