ordinal_position,column_name,data_type,verification_status,verification_method,batch_id,registry_notes,canonical_data_type,in_scope,n_rows,n_nonnull,null_pct,measurement_name_like,date_name_like,count_name_like,boolean_name_like,sample_values,distinct_norm,n_with_alpha,n_with_units,n_numeric_parseable,n_unparseable,n_boolean_like_values,boolean_value_subset,n_date_parseable,timestamp_has_subday
551,op_nlp_esophageal_n_mentions,BIGINT,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BIGINT,True,10871,4028,62.947,False,False,True,False,0 | 1,,,,,,,,,
552,op_nlp_extraction_method,VARCHAR,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,VARCHAR,True,10871,4028,62.947,False,False,False,False,regex_operative_v2,1.0,4028.0,0.0,0.0,4028.0,0.0,False,0.0,
553,op_nlp_gross_invasion,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,10871,0.0,False,False,False,False,False | True,,,,,,,,,
554,op_nlp_intraop_complication,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,4028,62.947,False,False,False,False,False | True,,,,,,,,,
555,op_nlp_intraop_complication_date,DATE,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,DATE,True,10871,9,99.917,False,True,False,False,2023-10-26 | 2024-11-05 | 2020-02-27 | 2020-05-13 | 2021-02-10,,,,,,,,,
556,op_nlp_intraop_complication_n_mentions,BIGINT,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BIGINT,True,10871,4028,62.947,False,False,True,False,0 | 1 | 2,,,,,,,,,
558,op_nlp_nerve_monitoring_date,DATE,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,DATE,True,10871,2611,75.982,False,True,False,False,2023-09-19 | 2023-12-12 | 2023-10-26 | 2024-11-07 | 2023-12-11,,,,,,,,,
559,op_nlp_nerve_monitoring_n_mentions,BIGINT,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BIGINT,True,10871,4028,62.947,False,False,True,False,0 | 2 | 1 | 3 | 7,,,,,,,,,
560,op_nlp_nerve_monitoring_type,VARCHAR,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,VARCHAR,True,10871,3493,67.869,False,False,False,False,nerve_monitoring_used | nim | nerve_stimulator_used | nim_device | ionm,5.0,3493.0,0.0,0.0,3493.0,0.0,False,0.0,
561,op_nlp_nerve_monitoring_used,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,4028,62.947,False,False,False,False,False | True,,,,,,,,,
562,op_nlp_note_types,VARCHAR,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,VARCHAR,True,10871,4028,62.947,False,False,False,False,op_note,1.0,4028.0,0.0,0.0,4028.0,0.0,False,0.0,
563,op_nlp_parathyroid_autograft,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,4028,62.947,False,False,False,False,False | True,,,,,,,,,
564,op_nlp_parathyroid_autograft_n_mentions,BIGINT,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BIGINT,True,10871,4028,62.947,False,False,True,False,0 | 1 | 2 | 3 | 4,,,,,,,,,
565,op_nlp_parathyroid_date,DATE,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,DATE,True,10871,767,92.945,False,True,False,False,2023-02-21 | 2024-04-15 | 2024-11-25 | 2023-04-11 | 2024-10-04,,,,,,,,,
566,op_nlp_parathyroid_managed,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,4028,62.947,False,False,False,False,True | False,,,,,,,,,
567,op_nlp_parathyroid_managed_n_mentions,BIGINT,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BIGINT,True,10871,4028,62.947,False,False,True,False,1 | 0 | 4 | 2 | 3,,,,,,,,,
568,op_nlp_reoperative_field,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,4028,62.947,False,False,False,False,False | True,,,,,,,,,
569,op_nlp_reoperative_n_mentions,BIGINT,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BIGINT,True,10871,4028,62.947,False,False,True,False,0 | 1 | 2 | 3 | 4,,,,,,,,,
570,op_nlp_rln_finding,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,4028,62.947,False,False,False,False,True | False,,,,,,,,,
571,op_nlp_rln_finding_date,DATE,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,DATE,True,10871,753,93.073,False,True,False,False,2023-02-21 | 2024-12-17 | 2023-04-14 | 2023-04-11 | 2023-09-01,,,,,,,,,
572,op_nlp_rln_finding_n_mentions,BIGINT,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BIGINT,True,10871,4028,62.947,False,False,True,False,2 | 0 | 1 | 3 | 4,,,,,,,,,
573,op_nlp_strap_muscle_involved,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,4028,62.947,False,False,False,False,False | True,,,,,,,,,
574,op_nlp_strap_muscle_n_mentions,BIGINT,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BIGINT,True,10871,4028,62.947,False,False,True,False,0 | 1 | 2 | 3,,,,,,,,,
575,op_nlp_tracheal_involvement,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,10871,0.0,False,False,False,False,False | True,,,,,,,,,
576,op_nlp_tracheal_n_mentions,BIGINT,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BIGINT,True,10871,4028,62.947,False,False,True,False,0 | 1 | 2 | 3,,,,,,,,,
577,op_parathyroid_autograft_any,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,40,99.632,False,False,False,True,True,,,,,,,,,
578,op_reoperative_any,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,46,99.577,False,False,False,True,True,,,,,,,,,
579,op_rln_monitoring_any,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,1705,84.316,False,False,False,True,True,,,,,,,,,
580,op_strap_muscle_any,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,186,98.289,False,False,False,True,True,,,,,,,,,
581,op_tracheal_inv_any,BOOLEAN,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,BOOLEAN,True,10871,10871,0.0,False,False,False,True,False | True,,,,,,,,,
582,ops_anticoagulation_meds,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,8,99.926,False,False,False,False,Yes (unsspecified),1.0,8.0,0.0,0.0,8.0,0.0,False,0.0,
583,ops_bmi,DOUBLE,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,DOUBLE,True,10871,119,98.905,False,False,False,False,35.0 | 30.0 | 26.5 | 19.0 | 22.0,,,,,,,,,
584,ops_cervical_ln_us_performed,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,121,98.887,False,False,False,False,No | Yes,2.0,121.0,0.0,0.0,121.0,2.0,True,0.0,
585,ops_difficult_airway,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,142,98.694,False,False,False,False,Yes | Yes;glide scope at initial intubation w. both cord movement w. some Left deviat… | No; | No | Yes;intubation quite difficult because of soft tissue being quite prominent in …,6.0,142.0,0.0,0.0,142.0,2.0,False,0.0,
586,ops_dominant_nodule_bethesda,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,5068,53.381,False,False,False,False,4 | 3 | 2 | 6 | 5,11.0,5.0,0.0,5063.0,5.0,1.0,False,0.0,
587,ops_dominant_nodule_location,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,1,99.991,False,False,False,False,b/l,1.0,1.0,0.0,0.0,1.0,0.0,False,0.0,
588,ops_dominant_nodule_size_us,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,5,99.954,True,False,False,False,preop FNA of RL + for PTC | 8 cm | 1.5 cm round nodule | 1 cm | 3.7 x 2.3 x 1.9 cm solitary mass,5.0,5.0,4.0,0.0,5.0,0.0,False,0.0,
589,ops_ebl_ml,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,120,98.896,True,False,False,False,500 | 4 | 30 | 0 | x,10.0,1.0,0.0,119.0,1.0,1.0,False,0.0,
590,ops_family_hx_thyroid_ca,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,142,98.694,True,False,False,False,Yes;FH of PTC | Yes;FHx PTC; | Yes;FH of PTC; | Yes;sister with hx of PTC | Yes;FHx of PTC,21.0,142.0,0.0,0.0,142.0,2.0,False,0.0,
591,ops_head_neck_us_findings,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,2,99.982,False,False,False,False,"1x1 cm right thyroid nodule | 2/24/2000
Right thyroid nodule mid gland (1.4 x 0.7 cm)",2.0,2.0,1.0,0.0,2.0,0.0,False,0.0,
592,ops_intraop_appearance,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,340,96.872,False,False,False,False,"indication - firm palpable 2 cm left thyroid nodule | indication- rising thyroglobulin; preop MRI showed 1.3 cm nodule at the manubri… | indicaiton - toxic nodular goiter in RL | 1 cm firm nodule in mid body of LL found | indication - right thyroid indeterminate nodule; 2 nodules seen, one RL and one…",326.0,340.0,36.0,0.0,340.0,0.0,False,0.0,
593,ops_intraop_nodule_count,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,650,94.021,False,False,True,False,2 | 1 | 0 | 3 | 2 RL small cysts,25.0,18.0,13.0,631.0,19.0,2.0,False,0.0,
594,ops_io_tumor_appearance,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,2025,81.372,False,False,False,False,none; | none | Extrathyroidal extension;Lymph node involvement; | Lymph node involvement; | Lymph node involvement;Extrathyroidal extension;,61.0,2025.0,0.0,0.0,2025.0,0.0,False,0.0,
595,ops_ll_ag,DOUBLE,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,DOUBLE,True,10871,222,97.958,False,False,False,False,1.0,,,,,,,,,
596,ops_ll_para_visualized,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,1466,86.515,False,False,False,False,1 | 0 | out prior,3.0,1.0,0.0,1465.0,1.0,2.0,False,0.0,
597,ops_ll_resection,DOUBLE,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,DOUBLE,True,10871,10,99.908,False,False,False,False,1.0,,,,,,,,,
598,ops_lu_ag,DOUBLE,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,DOUBLE,True,10871,157,98.556,False,False,False,False,1.0,,,,,,,,,
599,ops_lu_para_visualized,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,1462,86.551,False,False,False,False,1 | 0,2.0,0.0,0.0,1462.0,0.0,2.0,True,0.0,
600,ops_lu_resection,DOUBLE,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,DOUBLE,True,10871,1,99.991,False,False,False,False,1.0,,,,,,,,,
601,ops_max_diameter_cm,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,1868,82.817,True,False,False,False,2.5 | 1.8 | 3 | 2 | 5,147.0,589.0,543.0,1279.0,589.0,1.0,False,0.0,
602,ops_nerve_stim_final,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,114,98.951,False,False,False,False,Right; | Right;Left | Left | Right,4.0,114.0,0.0,0.0,114.0,0.0,False,0.0,
603,ops_nerve_stim_left,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,94,99.135,False,False,False,False,Nonrccurent Left RLN | 359 | 489 | 381 | 286,83.0,3.0,0.0,90.0,4.0,0.0,False,0.0,
604,ops_nerve_stim_right,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,78,99.282,False,False,False,False,No signal on Rt. RLN | 204 | 321 | 334 | 362,69.0,1.0,0.0,75.0,3.0,0.0,False,0.0,
605,ops_other_ag,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,3,99.972,False,False,False,False,LM para AG | RM parathyroid AG,2.0,3.0,0.0,0.0,3.0,0.0,False,0.0,
606,ops_palpable_lesion,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,5,99.954,False,False,False,False,No | Yes,2.0,5.0,0.0,0.0,5.0,2.0,True,0.0,
607,ops_para_ag_performed,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,2082,80.848,False,False,False,False,0; | 1 | 0;LM parathyroid (3 Left total); | 0 | 3 x left para glands; LM OB;,25.0,22.0,0.0,1114.0,968.0,2.0,False,0.0,
609,ops_parathyroidectomy,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,30,99.724,False,False,False,False,Partial Parathyroidectomy ;resection of RL para adenoma; | Partial Parathyroidectomy ;LU respected; | Partial Parathyroidectomy ;LL para adenoma thus LL resection; | Partial Parathyroidectomy ;LL out w/ thymus; | Partial Parathyroidectomy ;RL adenoma excision;,26.0,30.0,0.0,0.0,30.0,0.0,False,0.0,
610,ops_periop_complications,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,1397,87.149,False,False,False,False,None; | intraoperative hypotension; | RLN injury;Lt. RLN transection s/p IO repair | Tumor involving Lt. RLN w. nerve injury | 2 mm tracheotomy closed intraop primarilyd;Hematoma;,54.0,1397.0,2.0,0.0,1397.0,0.0,False,0.0,
611,ops_preop_diagnosis,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,2083,80.839,False,False,False,False,Non-toxic Multinodular goiter; | Follicular Adenoma; | Non-toxic Multinodular goiter | Substernal Goiter; | Papillary Thyroid Carcinoma;,299.0,2083.0,0.0,0.0,2083.0,0.0,False,0.0,
612,ops_preop_imaging_performed,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,143,98.685,False,False,False,False,MRI;preop MRI identified 2 tumor nodules within left thyroidal bed; | MRI;preop MRI and iodine scan confirmed no right neck thyroid tissue;I-123 (Thy… | MRI | CT | US,28.0,143.0,4.0,0.0,143.0,0.0,False,0.0,
613,ops_preop_laryngoscopy,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,119,98.905,False,False,False,False,No; | No | Yes | Yes;L VC palsy | Yes;Rt. VC palsy,6.0,119.0,0.0,0.0,119.0,2.0,False,0.0,
614,ops_preop_nodules_count_size,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,47,99.568,True,False,False,False,preop nodules in b/l lobes | preop FNA with PTC | Preop RL nodule FNA on 01/05/2006 : malignant cells present - PTC NOS | 1 | 2 nodules; RL 0.7 cm PTC; LL 4 cm Adenoma,20.0,16.0,8.0,31.0,16.0,2.0,False,0.0,
615,ops_preop_symptoms,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,159,98.537,False,False,False,False,graves optho | Graves optho | Graves Optho | Graves opthalmic involvement; | Graves opthalmic sx;,34.0,159.0,1.0,0.0,159.0,0.0,False,0.0,
616,ops_prior_neck_irradiation,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,147,98.648,False,False,False,False,Yes;hx of neck radiation for lynphoma; | Yes | Yes;for hodgkin lymphoma 1989; | s/p iodo 131 Rx; | Yes;prior RAI ablation;,19.0,147.0,0.0,0.0,147.0,2.0,False,0.0,
617,ops_prior_neck_operation,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,456,95.805,False,False,False,False,Yes;prior RLx for thyroid ca; | Yes;Reop; | Yes;Prior RLx for PTC; | Yes;Prior LLx; | Yes;Prior RLx;,104.0,456.0,0.0,0.0,456.0,2.0,False,0.0,
618,ops_rl_ag,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,VARCHAR,True,10871,258,97.627,False,False,False,False,1 | RL parathyroid AG,2.0,1.0,0.0,257.0,1.0,1.0,False,0.0,
619,ops_rl_para_visualized,DOUBLE,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,DOUBLE,True,10871,1426,86.883,False,False,False,False,1.0 | 0.0,,,,,,,,,
620,ops_rl_resection,DOUBLE,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,DOUBLE,True,10871,11,99.899,False,False,False,False,1.0,,,,,,,,,
