ordinal_position,column_name,data_type,verification_status,verification_method,batch_id,registry_notes,n_rows,null_or_blank,non_null,distinct_raw,distinct_norm,leading_trailing_rows,repeated_ws_rows,non_lower_rows,top_norm_count,norm_groups_with_raw_variants,null_pct,top_norm_pct_of_nonnull,norm_distinct_pct_of_nonnull,column_class,semantic_family,is_enum_candidate,rare_value_count,drift_issue_count
367,mri_exam_type_first,VARCHAR,verified,derivation_vs_canonical_mri_mri_imaging_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429," | mig_146 MRI block (Lane 36 structured). Replay vs `main.mri_imaging`: MIN/MAX exam DATE (`mri_*_date`), exam counts (`mri_n_exams`), first-exam contrast/type/indication, BOOL_OR morphology + LN + vocal-cord booleans.",10871,10460,411,116,110,0,0,411,138,5,96.219,33.577,26.764,high_cardinality_text,other,False,0,0
372,mri_impression_first,VARCHAR,verified,extraction_faithfulness_vs_note_entities_llm_imaging_mri,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 MRI LLM narratives. Tier-1 note entity tables not materialized in publication DB (`CF-mig146-IMAGING-LLM-NO-PERSISTED-ENTITIES`); verifier trace = Script 216b B2 MRI JSON merge path + 219 textual consistency checks.,10871,10416,455,455,455,0,0,454,1,0,95.815,0.22,100.0,high_cardinality_text,other,False,0,0
373,mri_impression_last,VARCHAR,verified,extraction_faithfulness_vs_note_entities_llm_imaging_mri,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 MRI LLM narratives. Tier-1 note entity tables not materialized in publication DB (`CF-mig146-IMAGING-LLM-NO-PERSISTED-ENTITIES`); verifier trace = Script 216b B2 MRI JSON merge path + 219 textual consistency checks.,10871,10414,457,457,457,0,0,457,1,0,95.796,0.219,100.0,high_cardinality_text,other,False,0,0
374,mri_indication_first,VARCHAR,verified,derivation_vs_canonical_mri_mri_imaging_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429," | mig_146 MRI block (Lane 36 structured). Replay vs `main.mri_imaging`: MIN/MAX exam DATE (`mri_*_date`), exam counts (`mri_n_exams`), first-exam contrast/type/indication, BOOL_OR morphology + LN + vocal-cord booleans.",10871,10467,404,373,365,0,5,375,15,8,96.284,3.713,90.347,high_cardinality_text,other,False,0,0
375,mri_key_findings_last,VARCHAR,verified,extraction_faithfulness_vs_note_entities_llm_imaging_mri,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 MRI LLM narratives. Tier-1 note entity tables not materialized in publication DB (`CF-mig146-IMAGING-LLM-NO-PERSISTED-ENTITIES`); verifier trace = Script 216b B2 MRI JSON merge path + 219 textual consistency checks.,10871,10409,462,462,462,0,0,462,1,0,95.75,0.216,100.0,high_cardinality_text,other,False,0,0
381,mri_recommendation_last,VARCHAR,verified,extraction_faithfulness_vs_note_entities_llm_imaging_mri,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 MRI LLM narratives. Tier-1 note entity tables not materialized in publication DB (`CF-mig146-IMAGING-LLM-NO-PERSISTED-ENTITIES`); verifier trace = Script 216b B2 MRI JSON merge path + 219 textual consistency checks.,10871,10710,161,159,159,0,0,161,2,0,98.519,1.242,98.758,high_cardinality_text,other,False,0,0
384,mri_thyroid_assessment_worst,VARCHAR,verified,severity_ladder_aggregate_worst,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 ordinal worst-of-exams rollup (MRI thyroid assessment dominance ladder; PET LLM `overall_assessment` ladder from 216b B1 aggregated per research_id — see extractor hierarchy strings).,10871,10444,427,5,5,0,0,0,125,0,96.072,29.274,1.171,possible_enum_review,other,True,0,0
449,nlp_path_histology_mentioned,VARCHAR,verified,staging_notes_heterogeneity_flags_and_nlp_synoptic_cluster,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). Stage discordance migration notes + NLP synoptic/histology mentions rollup.,10871,8877,1994,995,926,0,0,552,250,64,81.658,12.538,46.439,high_cardinality_text,histology,False,0,0
477,nlp_raidetail_key_finding,VARCHAR,verified,extraction_faithfulness_vs_note_entities_llm_rai_detail,mig_142_patient_master_rai_cluster_20260429, | mig_142 nlp_raidetail_* vs note_entities_llm_rai_detailed + CPM rollup (entity JSON — not naive note row COUNT).,10871,10251,620,153,150,0,0,507,287,3,94.297,46.29,24.194,free_text_or_identifier,treatment,False,0,0
496,nlp_synoptic_key_finding,VARCHAR,verified,staging_notes_heterogeneity_flags_and_nlp_synoptic_cluster,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). Stage discordance migration notes + NLP synoptic/histology mentions rollup.,10871,6036,4835,956,824,0,0,2692,476,99,55.524,9.845,17.042,high_cardinality_text,other,False,0,0
518,nsqip_asa_class,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9461,1410,4,4,0,90,1410,663,0,87.03,47.021,0.284,controlled_vocab_candidate,other,True,0,1
520,nsqip_diabetes,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9461,1410,3,3,0,0,1410,1193,0,87.03,84.61,0.213,controlled_vocab_candidate,other,True,0,0
521,nsqip_functional_status,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9461,1410,3,3,0,0,1410,1388,0,87.03,98.44,0.213,controlled_vocab_candidate,other,True,1,1
523,nsqip_hypertension,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9461,1410,2,2,0,0,1410,759,0,87.03,53.83,0.142,controlled_vocab_candidate,other,True,0,0
525,nsqip_sex,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9461,1410,2,2,0,0,1410,1121,0,87.03,79.504,0.142,controlled_vocab_candidate,demographics,True,0,0
526,nsqip_smoker,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9461,1410,2,2,0,0,1410,1239,0,87.03,87.872,0.142,controlled_vocab_candidate,other,True,0,0
527,nsqip_source,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9461,1410,1,1,0,0,1410,1410,0,87.03,100.0,0.071,degenerate_single_value,provenance,True,0,0
532,nucmed_scan_types,VARCHAR,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429," | mig_147 NM cluster (Lane 37). Patient-level aggregates replay `main.nuclear_med` + DISTINCT ON rollup (207/219): `nucmed_n_scans`, stratified indications, LIST_SORT-style STRING_AGG for `nucmed_scan_types`.",10871,9751,1120,48,48,0,0,1120,214,0,89.697,19.107,4.286,high_cardinality_text,other,False,0,0
536,op_findings_summary,VARCHAR,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,10871,10284,587,32,32,0,0,0,249,0,94.6,42.419,5.451,free_text_or_identifier,other,False,0,0
552,op_nlp_extraction_method,VARCHAR,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,10871,6843,4028,1,1,0,0,0,4028,0,62.947,100.0,0.025,degenerate_single_value,provenance,True,0,0
560,op_nlp_nerve_monitoring_type,VARCHAR,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,10871,7378,3493,5,5,0,0,0,3389,0,67.869,97.023,0.143,controlled_vocab_candidate,other,True,1,1
562,op_nlp_note_types,VARCHAR,verified,derivation_replay_vs_canonical_operative_events_v1_tri_state_null,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). op_* rollup/NLP-enriched cols; material TRUE/FALSE agreement vs BOOL_OR on operative events = 0; NULL bulk.,10871,6843,4028,1,1,0,0,0,4028,0,62.947,100.0,0.025,degenerate_single_value,other,True,0,0
582,ops_anticoagulation_meds,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10863,8,1,1,0,0,8,8,0,99.926,100.0,12.5,degenerate_single_value,other,True,0,0
584,ops_cervical_ln_us_performed,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10750,121,2,2,0,0,121,79,0,98.887,65.289,1.653,controlled_vocab_candidate,other,True,0,0
585,ops_difficult_airway,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10729,142,6,6,0,0,142,92,0,98.694,64.789,4.225,controlled_vocab_candidate,other,True,3,3
586,ops_dominant_nodule_bethesda,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,5803,5068,11,11,0,0,0,2113,0,53.381,41.693,0.217,controlled_vocab_candidate,other,True,5,5
587,ops_dominant_nodule_location,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10870,1,1,1,0,0,0,1,0,99.991,100.0,100.0,degenerate_single_value,other,True,0,0
588,ops_dominant_nodule_size_us,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10866,5,5,5,0,0,1,1,0,99.954,20.0,100.0,controlled_vocab_candidate,other,True,0,0
589,ops_ebl_ml,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10751,120,10,10,0,0,0,80,0,98.896,66.667,8.333,controlled_vocab_candidate,other,True,6,6
590,ops_family_hx_thyroid_ca,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10729,142,21,21,1,2,141,116,0,98.694,81.69,14.789,free_text_or_identifier,other,False,0,0
591,ops_head_neck_us_findings,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10869,2,2,2,0,0,1,1,0,99.982,50.0,100.0,controlled_vocab_candidate,other,True,0,0
592,ops_intraop_appearance,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10531,340,328,326,73,2,174,4,2,96.872,1.176,95.882,high_cardinality_text,other,False,0,0
593,ops_intraop_nodule_count,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10221,650,25,25,0,0,7,384,0,94.021,59.077,3.846,controlled_vocab_candidate,other,True,20,20
594,ops_io_tumor_appearance,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,8846,2025,65,61,0,0,273,1198,4,81.372,59.16,3.012,high_cardinality_text,other,False,0,0
596,ops_ll_para_visualized,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,9405,1466,3,3,0,0,0,831,0,86.515,56.685,0.205,controlled_vocab_candidate,other,True,1,1
599,ops_lu_para_visualized,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,9409,1462,3,2,1,0,0,1176,1,86.551,80.438,0.137,controlled_vocab_candidate,other,True,0,1
601,ops_max_diameter_cm,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,9003,1868,153,147,5,0,3,174,6,82.817,9.315,7.869,high_cardinality_text,other,False,0,0
602,ops_nerve_stim_final,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10757,114,4,4,0,0,114,54,0,98.951,47.368,3.509,controlled_vocab_candidate,other,True,1,1
603,ops_nerve_stim_left,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10777,94,83,83,0,0,1,3,0,99.135,3.191,88.298,high_cardinality_text,other,False,0,0
604,ops_nerve_stim_right,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10793,78,69,69,0,0,1,3,0,99.282,3.846,88.462,high_cardinality_text,other,False,0,0
605,ops_other_ag,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10868,3,2,2,0,0,3,2,0,99.972,66.667,66.667,controlled_vocab_candidate,other,True,0,0
606,ops_palpable_lesion,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10866,5,2,2,0,0,5,4,0,99.954,80.0,40.0,controlled_vocab_candidate,other,True,0,0
607,ops_para_ag_performed,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,8789,2082,25,25,0,0,21,945,0,80.848,45.389,1.201,controlled_vocab_candidate,other,True,22,22
608,ops_parathyroid_ag_notes,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10416,455,42,42,0,0,455,95,0,95.815,20.879,9.231,free_text_or_identifier,other,False,0,0
609,ops_parathyroidectomy,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10841,30,26,26,5,0,30,5,0,99.724,16.667,86.667,free_text_or_identifier,other,False,0,0
610,ops_periop_complications,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,9474,1397,54,54,2,0,1391,1343,0,87.149,96.135,3.865,high_cardinality_text,complication,False,0,0
611,ops_preop_diagnosis,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,8788,2083,321,299,1,0,2028,417,17,80.839,20.019,14.354,high_cardinality_text,other,False,0,0
612,ops_preop_imaging_performed,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10728,143,28,28,2,1,143,62,0,98.685,43.357,19.58,controlled_vocab_candidate,other,True,25,25
613,ops_preop_laryngoscopy,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10752,119,6,6,0,0,119,110,0,98.905,92.437,5.042,controlled_vocab_candidate,other,True,4,4
614,ops_preop_nodules_count_size,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10824,47,20,20,1,0,12,25,0,99.568,53.191,42.553,controlled_vocab_candidate,other,True,0,1
615,ops_preop_symptoms,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10712,159,37,34,0,0,111,56,2,98.537,35.22,21.384,controlled_vocab_candidate,other,True,25,27
616,ops_prior_neck_irradiation,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10724,147,19,19,0,0,146,118,0,98.648,80.272,12.925,controlled_vocab_candidate,other,True,15,15
617,ops_prior_neck_operation,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10415,456,128,104,1,0,455,107,16,95.805,23.465,22.807,high_cardinality_text,other,False,0,0
618,ops_rl_ag,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10613,258,2,2,0,0,1,257,0,97.627,99.612,0.775,controlled_vocab_candidate,other,True,1,1
622,ops_ru_para_visualized,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,9451,1420,3,3,0,0,1,1075,0,86.938,75.704,0.211,controlled_vocab_candidate,other,True,1,1
625,ops_supranumerary_para,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10858,13,13,13,1,0,11,1,0,99.88,7.692,100.0,controlled_vocab_candidate,other,True,0,1
626,ops_surg_date,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,2139,8732,3815,3815,0,0,0,11,0,19.676,0.126,43.69,date_or_timestamp_text,other,False,0,0
627,ops_surgeon,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,2280,8591,142,142,1162,0,8591,2000,0,20.973,23.28,1.653,high_cardinality_text,other,False,0,0
628,ops_thyroid_scintigraphy,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,10870,1,1,1,0,0,1,1,0,99.991,100.0,100.0,degenerate_single_value,other,True,0,0
629,ops_tumor_side,VARCHAR,verified,source_lineage_thyroid_operative_sheet_feed_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). ops_* preop/intraop structured sheet fields on CPM.,10871,9039,1832,38,34,0,0,1812,623,2,83.148,34.007,1.856,free_text_or_identifier,laterality,False,0,0
631,path_histology_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,6734,4137,59,44,77,2,3625,3075,12,61.945,74.329,1.064,free_text_or_identifier,histology,False,0,0
632,path_histology_variant_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,7554,3317,167,141,11,7,393,1136,17,69.488,34.248,4.251,free_text_or_identifier,histology,False,0,0
633,path_margin_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,6987,3884,12,10,0,0,10,3296,2,64.272,84.861,0.257,possible_enum_review,other,True,5,7
634,path_n_stage_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,6856,4015,17,14,0,0,390,1610,3,63.067,40.1,0.349,possible_enum_review,stage,True,3,6
635,path_t_stage_raw,VARCHAR,verified,derivation_vs_canonical_path_events_and_gm_raw_feed,mig_132_patient_master_pathology_cluster_20260429, | mig_132 pathology cluster (Lane 23). path_* + gm_path_* aligned to mig_89/mig_97b/mig_110 canonical path family.,10871,6862,4009,20,20,0,0,384,902,0,63.122,22.499,0.499,possible_enum_review,stage,True,5,5
637,perineural_invasion,VARCHAR,verified,derivation_vs_canonical_invasion_events_v1,mig_154_patient_master_pathology_invasion_cluster_20260429, | mig_154 pathology-invasion (154c PNI). Perineural axis + pni_refined_v6 cleaning rule (Phase-6 lineage). CF-mig154-PM-PNIANY-VS-EVENT-PRESENT; CF-mig154-PM-PNI-POSITIVE-WIDER-THAN-EVENT; CF-mig154-COHORT-NEAR-UNIFORM-TRUE-pni_positive (0 explicit FALSE rows).,10871,9433,1438,6,5,0,0,1,1340,1,86.772,93.185,0.348,controlled_vocab_candidate,other,True,2,3
638,pet_distant_met_sites,VARCHAR,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**.,10871,10741,130,30,30,0,0,0,22,0,98.804,16.923,23.077,controlled_vocab_candidate,other,True,17,17
644,pet_impression_last,VARCHAR,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**.,10871,10585,286,286,286,0,0,286,1,0,97.369,0.35,100.0,high_cardinality_text,other,False,0,0
645,pet_indication_first,VARCHAR,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**.,10871,10580,291,288,288,0,40,289,2,0,97.323,0.687,98.969,high_cardinality_text,other,False,0,0
648,pet_overall_worst,VARCHAR,verified,severity_ladder_aggregate_worst,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 ordinal worst-of-exams rollup (MRI thyroid assessment dominance ladder; PET LLM `overall_assessment` ladder from 216b B1 aggregated per research_id — see extractor hierarchy strings).,10871,10580,291,7,7,0,0,0,77,0,97.323,26.46,2.405,controlled_vocab_candidate,other,True,0,0
649,pet_radiotracer_primary,VARCHAR,verified,derivation_vs_canonical_pet_ct_imaging_llm216b_v1,mig_146_patient_master_mri_pet_imaging_cluster_20260429, | mig_146 PET FDG block. Structured slice from `main.ct_imaging` + Script 216b B1 Claude JSON rollup → PET patient scalars (`pet_*` excluding `pet_other_*`). Date columns `pet_first_date`/`pet_last_date` remain VARCHAR upstream — see **`CF-mig146-PM-PET-FIRST-LAST-DATE-VARCHAR`**.,10871,10587,284,5,5,0,0,277,267,0,97.388,94.014,1.761,controlled_vocab_candidate,demographics,True,2,2
652,pmhx_llm_extraction_method,VARCHAR,verified,llm_extraction_provenance_metadata_passthrough,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). SSOT LLM rollup from note_entities_llm_past_medical_hx (215); provenance metadata passthrough.,10871,10581,290,1,1,0,0,0,290,0,97.332,100.0,0.345,degenerate_single_value,provenance,True,0,0
656,pmhx_llm_note_types,VARCHAR,verified,llm_extraction_provenance_metadata_passthrough,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). SSOT LLM rollup from note_entities_llm_past_medical_hx (215); provenance metadata passthrough.,10871,10581,290,11,11,0,0,0,119,0,97.332,41.034,3.793,controlled_vocab_candidate,other,True,3,3
670,pmhx_nlp_comorbidity_list,VARCHAR,verified,patient_level_nlp_aggregate_per_condition,mig_136_patient_master_pmh_psh_cluster_20260429, | mig_136 PMH+PSH cluster (Lane 26). 215 rollup: regex/problem-list + LLM tiers (note_entities_llm_past_medical_hx); align mig_107/114 PMH family; *_days_from_surgery = Script anchor not naive DATE_DIFF (CF-mig136-DAYS-SEMANTIC).,10871,6976,3895,762,762,0,0,844,462,0,64.171,11.861,19.564,free_text_or_identifier,other,False,0,0
