column_name,data_type,is_nullable,ordinal_position,non_null_count,coverage_pct,inferred_source,description
last_contact_date,TIMESTAMP,YES,256,10871,100.0,gold_master_patient_facts_v1,TIMESTAMP field
last_contact_source,VARCHAR,YES,257,10871,100.0,gold_master_patient_facts_v1,VARCHAR field
last_tg_date,DATE,YES,258,2523,23.2,gold_master_patient_facts_v1,DATE field
lateral_detection_method,VARCHAR,YES,259,119,1.1,gold_master_patient_facts_v1,VARCHAR field
lateral_levels_v10,VARCHAR,YES,260,88,0.8,gold_master_patient_facts_v1,VARCHAR field
lateral_neck_dissected_v10,BOOLEAN,YES,261,10871,100.0,gold_master_patient_facts_v1,BOOLEAN field
lateral_side_v10,VARCHAR,YES,262,94,0.9,gold_master_patient_facts_v1,VARCHAR field
lateral_source_v10,VARCHAR,YES,263,119,1.1,gold_master_patient_facts_v1,VARCHAR field
laterality,VARCHAR,YES,264,10338,95.1,gold_master_patient_facts_v1,VARCHAR field
ln_burden_band,VARCHAR,YES,265,3811,35.1,gold_master_patient_facts_v1,VARCHAR field
ln_ene_status,VARCHAR,YES,266,1227,11.3,gold_master_patient_facts_v1,VARCHAR field
ln_lateral_dissected,BOOLEAN,YES,267,10871,100.0,gold_master_patient_facts_v1,BOOLEAN field
ln_level_i_examined,BIGINT,YES,268,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_level_i_positive,BIGINT,YES,269,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_level_ii_examined,BIGINT,YES,270,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_level_ii_positive,BIGINT,YES,271,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_level_iii_examined,BIGINT,YES,272,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_level_iii_positive,BIGINT,YES,273,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_level_iv_examined,BIGINT,YES,274,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_level_iv_positive,BIGINT,YES,275,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_level_v_examined,BIGINT,YES,276,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_level_v_positive,BIGINT,YES,277,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_level_vi_examined,BIGINT,YES,278,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_level_vi_positive,BIGINT,YES,279,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_level_vii_examined,BIGINT,YES,280,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_level_vii_positive,BIGINT,YES,281,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_mets_atc,BOOLEAN,YES,282,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_mets_ene_count,BOOLEAN,YES,283,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_mets_ftc,BOOLEAN,YES,284,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_mets_hurthle,BOOLEAN,YES,285,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_mets_micrometastasis,BOOLEAN,YES,286,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_mets_mtc,BOOLEAN,YES,287,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_mets_pdtc,BOOLEAN,YES,288,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_mets_ptc,BOOLEAN,YES,289,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_positive_flag,INTEGER,YES,290,4060,37.3,gold_master_patient_facts_v1,INTEGER field
ln_ratio,DOUBLE,YES,291,3811,35.1,gold_master_patient_facts_v1,DOUBLE field
ln_rollup_any_positive,BOOLEAN,YES,292,3756,34.6,gold_master_patient_facts_v1,BOOLEAN field
ln_rollup_bilateral_lateral_examined,BIGINT,YES,293,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_rollup_bilateral_lateral_positive,BIGINT,YES,294,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_rollup_central_examined,BIGINT,YES,295,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_rollup_central_positive,BIGINT,YES,296,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_rollup_crossval_status,VARCHAR,YES,297,3986,36.7,gold_master_patient_facts_v1,VARCHAR field
ln_rollup_ene,BIGINT,YES,298,1188,10.9,gold_master_patient_facts_v1,BIGINT field
ln_rollup_has_per_level_data,BOOLEAN,YES,299,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_rollup_internal_consistency,VARCHAR,YES,300,3986,36.7,gold_master_patient_facts_v1,VARCHAR field
ln_rollup_largest_deposit_cm,DOUBLE,YES,301,758,7.0,gold_master_patient_facts_v1,DOUBLE field
ln_rollup_lateral_left_examined,BIGINT,YES,302,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_rollup_lateral_left_positive,BIGINT,YES,303,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_rollup_lateral_right_examined,BIGINT,YES,304,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_rollup_lateral_right_positive,BIGINT,YES,305,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_rollup_mets_atc,BOOLEAN,YES,306,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_rollup_mets_cystic,BOOLEAN,YES,307,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_rollup_mets_ene,BOOLEAN,YES,308,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_rollup_mets_ftc,BOOLEAN,YES,309,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_rollup_mets_hurthle,BOOLEAN,YES,310,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_rollup_mets_micrometastasis,BOOLEAN,YES,311,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_rollup_mets_mtc,BOOLEAN,YES,312,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_rollup_mets_pdtc,BOOLEAN,YES,313,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_rollup_mets_ptc,BOOLEAN,YES,314,3986,36.7,gold_master_patient_facts_v1,BOOLEAN field
ln_rollup_mets_ptc_variant,VARCHAR,YES,315,41,0.4,gold_master_patient_facts_v1,VARCHAR field
ln_rollup_other_examined,BIGINT,YES,316,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_rollup_other_positive,BIGINT,YES,317,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_rollup_ratio,DOUBLE,YES,318,3745,34.4,gold_master_patient_facts_v1,DOUBLE field
ln_rollup_source,VARCHAR,YES,319,3986,36.7,gold_master_patient_facts_v1,VARCHAR field
ln_rollup_total_examined,BIGINT,YES,320,3947,36.3,gold_master_patient_facts_v1,BIGINT field
ln_rollup_total_levels_involved,BIGINT,YES,321,3986,36.7,gold_master_patient_facts_v1,BIGINT field
ln_rollup_total_positive,BIGINT,YES,322,3756,34.6,gold_master_patient_facts_v1,BIGINT field
ln_total_examined,INTEGER,YES,323,7730,71.1,gold_master_patient_facts_v1,INTEGER field
ln_total_positive,INTEGER,YES,324,3603,33.1,gold_master_patient_facts_v1,INTEGER field
longitudinal_assessment_available,BOOLEAN,YES,325,6126,56.4,gold_master_patient_facts_v1,BOOLEAN field
lvi_grade,VARCHAR,YES,326,3366,31.0,gold_master_patient_facts_v1,VARCHAR field
lvi_grade_final_v13,VARCHAR,YES,327,3751,34.5,gold_master_patient_facts_v1,VARCHAR field
macis_calculable_flag,BOOLEAN,YES,328,10871,100.0,gold_master_patient_facts_v1,BOOLEAN field
macis_missing_components,VARCHAR,YES,329,6789,62.5,gold_master_patient_facts_v1,VARCHAR field
macis_risk_group,VARCHAR,YES,330,4082,37.5,gold_master_patient_facts_v1,VARCHAR field
macis_score,DOUBLE,YES,331,4082,37.5,gold_master_patient_facts_v1,DOUBLE field
margin_r_class,VARCHAR,YES,332,10871,100.0,gold_master_patient_facts_v1,VARCHAR field
margin_r_class_v10,VARCHAR,YES,333,3963,36.5,gold_master_patient_facts_v1,VARCHAR field
margin_r_classification,VARCHAR,YES,334,3957,36.4,gold_master_patient_facts_v1,VARCHAR field
margin_status,VARCHAR,YES,335,3957,36.4,gold_master_patient_facts_v1,VARCHAR field
max_stimulated_tg,DOUBLE,YES,336,0,0.0,gold_master_patient_facts_v1,DOUBLE field
max_tirads_ever,BIGINT,YES,337,3439,31.6,gold_master_patient_facts_v1,BIGINT field
max_tumor_size_cm_v10,DOUBLE,YES,338,1346,12.4,gold_master_patient_facts_v1,DOUBLE field
med_nlp_calcitriol,BOOLEAN,YES,339,2014,18.5,clinical_notes_long (NLP medications),NLP-extracted medication data
med_nlp_calcitriol_date,DATE,YES,340,81,0.7,clinical_notes_long (NLP medications),NLP-extracted medication data
med_nlp_calcitriol_n_mentions,BIGINT,YES,341,2014,18.5,clinical_notes_long (NLP medications),NLP-extracted medication data
med_nlp_calcium_supplement,BOOLEAN,YES,342,2014,18.5,clinical_notes_long (NLP medications),NLP-extracted medication data
med_nlp_calcium_supplement_date,DATE,YES,343,121,1.1,clinical_notes_long (NLP medications),NLP-extracted medication data
med_nlp_calcium_supplement_n_mentions,BIGINT,YES,344,2014,18.5,clinical_notes_long (NLP medications),NLP-extracted medication data
med_nlp_extraction_method,VARCHAR,YES,345,2014,18.5,clinical_notes_long (NLP medications),NLP-extracted medication data
med_nlp_levothyroxine,BOOLEAN,YES,346,2014,18.5,clinical_notes_long (NLP medications),NLP-extracted medication data
med_nlp_levothyroxine_date,DATE,YES,347,910,8.4,clinical_notes_long (NLP medications),NLP-extracted medication data
med_nlp_levothyroxine_n_mentions,BIGINT,YES,348,2014,18.5,clinical_notes_long (NLP medications),NLP-extracted medication data
med_nlp_n_source_notes,BIGINT,YES,349,2014,18.5,clinical_notes_long (NLP medications),NLP-extracted medication data
med_nlp_note_types,VARCHAR,YES,350,2014,18.5,clinical_notes_long (NLP medications),NLP-extracted medication data
mol_first_test_date,TIMESTAMP,YES,351,706,6.5,gold_master_patient_facts_v1,Molecular testing data
mol_genes_list,VARCHAR,YES,352,316,2.9,gold_master_patient_facts_v1,Molecular testing data
mol_has_afirma,BOOLEAN,YES,353,970,8.9,gold_master_patient_facts_v1,Molecular testing data
mol_has_dicer1,BOOLEAN,YES,354,316,2.9,gold_master_patient_facts_v1,Molecular testing data
mol_has_fusion,BOOLEAN,YES,355,703,6.5,gold_master_patient_facts_v1,Molecular testing data
mol_has_pik3ca,BOOLEAN,YES,356,316,2.9,gold_master_patient_facts_v1,Molecular testing data
mol_has_snv,BOOLEAN,YES,357,703,6.5,gold_master_patient_facts_v1,Molecular testing data
mol_has_thyroseq,BOOLEAN,YES,358,970,8.9,gold_master_patient_facts_v1,Molecular testing data
mol_has_tshr,BOOLEAN,YES,359,316,2.9,gold_master_patient_facts_v1,Molecular testing data
mol_n_distinct_genes,BIGINT,YES,360,703,6.5,gold_master_patient_facts_v1,Molecular testing data
mol_n_fusions,BIGINT,YES,361,703,6.5,gold_master_patient_facts_v1,Molecular testing data
mol_n_snvs,BIGINT,YES,362,703,6.5,gold_master_patient_facts_v1,Molecular testing data
mol_n_tests,BIGINT,YES,363,10025,92.2,gold_master_patient_facts_v1,Molecular testing data
mol_n_variants_total,BIGINT,YES,364,703,6.5,gold_master_patient_facts_v1,Molecular testing data
mol_platform,VARCHAR,YES,365,1286,11.8,gold_master_patient_facts_v1,Molecular testing data
mol_test_count,BIGINT,YES,366,1286,11.8,gold_master_patient_facts_v1,Molecular testing data
mol_test_date,TIMESTAMP,YES,367,809,7.4,gold_master_patient_facts_v1,Molecular testing data
mol_variant_classes,VARCHAR,YES,368,703,6.5,gold_master_patient_facts_v1,Molecular testing data
molecular_data_confidence,VARCHAR,YES,369,10871,100.0,gold_master_patient_facts_v1,VARCHAR field
molecular_eligible_flag,BOOLEAN,YES,370,10025,92.2,gold_master_patient_facts_v1,BOOLEAN field
molecular_platforms_v7,VARCHAR,YES,371,10024,92.2,gold_master_patient_facts_v1,VARCHAR field
molecular_risk_calculable_flag,BOOLEAN,YES,372,10871,100.0,gold_master_patient_facts_v1,BOOLEAN field
molecular_risk_tier,VARCHAR,YES,373,4269,39.3,gold_master_patient_facts_v1,VARCHAR field
molecular_tested_confirmed,BOOLEAN,YES,374,10871,100.0,gold_master_patient_facts_v1,BOOLEAN field
molecular_tested_v7,BOOLEAN,YES,375,10024,92.2,gold_master_patient_facts_v1,BOOLEAN field
mri_contrast_used_any,BOOLEAN,YES,376,462,4.2,mri_imaging,MRI imaging data
mri_exam_type_first,VARCHAR,YES,377,411,3.8,mri_imaging,MRI imaging data
mri_first_date,DATE,YES,378,405,3.7,mri_imaging,MRI imaging data
mri_has_data,BOOLEAN,YES,379,462,4.2,mri_imaging,MRI imaging data
mri_has_dimensions,BOOLEAN,YES,380,462,4.2,mri_imaging,MRI imaging data
mri_has_dominant_nodule,BOOLEAN,YES,381,462,4.2,mri_imaging,MRI imaging data
mri_impression_first,VARCHAR,YES,382,455,4.2,mri_imaging,MRI imaging data
mri_impression_last,VARCHAR,YES,383,457,4.2,mri_imaging,MRI imaging data
mri_indication_first,VARCHAR,YES,384,404,3.7,mri_imaging,MRI imaging data
mri_key_findings_last,VARCHAR,YES,385,462,4.2,mri_imaging,MRI imaging data
mri_last_date,DATE,YES,386,405,3.7,mri_imaging,MRI imaging data
mri_ln_mentioned_any,BOOLEAN,YES,387,462,4.2,mri_imaging,MRI imaging data
mri_mass_effect_any,BOOLEAN,YES,388,462,4.2,mri_imaging,MRI imaging data
mri_n_exams,BIGINT,YES,389,462,4.2,mri_imaging,MRI imaging data
mri_pathologic_ln_any,BOOLEAN,YES,390,462,4.2,mri_imaging,MRI imaging data
mri_recommendation_last,VARCHAR,YES,391,161,1.5,mri_imaging,MRI imaging data
mri_substernal_any,BOOLEAN,YES,392,462,4.2,mri_imaging,MRI imaging data
mri_substernal_extension_any,BOOLEAN,YES,393,462,4.2,mri_imaging,MRI imaging data
mri_thyroid_assessment_worst,VARCHAR,YES,394,427,3.9,mri_imaging,MRI imaging data
mri_thyroid_enlarged_any,BOOLEAN,YES,395,462,4.2,mri_imaging,MRI imaging data
mri_thyroid_nodule_any,BOOLEAN,YES,396,462,4.2,mri_imaging,MRI imaging data
mri_vocal_cords_described,BOOLEAN,YES,397,462,4.2,mri_imaging,MRI imaging data
mri_vocal_cords_normal,BOOLEAN,YES,398,462,4.2,mri_imaging,MRI imaging data
multifocal_flag,BOOLEAN,YES,399,0,0.0,gold_master_patient_facts_v1,BOOLEAN field
n_confirmed_complications,BIGINT,YES,400,2892,26.6,gold_master_patient_facts_v1,BIGINT field
n_fna_cytology_records,BIGINT,YES,401,5240,48.2,gold_master_patient_facts_v1,BIGINT field
n_fna_episodes,BIGINT,YES,402,5249,48.3,gold_master_patient_facts_v1,BIGINT field
n_molecular_tests_v7,BIGINT,YES,403,10024,92.2,gold_master_patient_facts_v1,BIGINT field
n_rai_episodes,BIGINT,YES,404,862,7.9,gold_master_patient_facts_v1,BIGINT field
n_tg_measurements_structured,BIGINT,YES,405,2523,23.2,gold_master_patient_facts_v1,BIGINT field
n_tgab_measurements,BIGINT,YES,406,2602,23.9,gold_master_patient_facts_v1,BIGINT field
n_tumors,INTEGER,YES,407,4137,38.1,gold_master_patient_facts_v1,INTEGER field
n_tumors_v10,INTEGER,YES,408,1346,12.4,gold_master_patient_facts_v1,INTEGER field
n_us_exams,BIGINT,YES,409,6126,56.4,gold_master_patient_facts_v1,BIGINT field
n_us_nodules_total,BIGINT,YES,410,6126,56.4,gold_master_patient_facts_v1,BIGINT field
n_us_with_ln_assessment,BIGINT,YES,411,4074,37.5,gold_master_patient_facts_v1,BIGINT field
nlp_airway_has_data,BOOLEAN,YES,412,1123,10.3,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_airway_key_finding,VARCHAR,YES,413,1122,10.3,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_airway_n_entities,BIGINT,YES,414,1123,10.3,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_airway_n_notes,BIGINT,YES,415,1123,10.3,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_dynrisk_has_data,BOOLEAN,YES,416,25,0.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_dynrisk_key_finding,VARCHAR,YES,417,25,0.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_dynrisk_n_entities,BIGINT,YES,418,25,0.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_dynrisk_n_notes,BIGINT,YES,419,25,0.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_frozensec_has_data,BOOLEAN,YES,420,184,1.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_frozensec_key_finding,VARCHAR,YES,421,184,1.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_frozensec_n_entities,BIGINT,YES,422,184,1.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_frozensec_n_notes,BIGINT,YES,423,184,1.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_funcoutcome_has_data,BOOLEAN,YES,424,1623,14.9,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_funcoutcome_key_finding,VARCHAR,YES,425,1534,14.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_funcoutcome_n_entities,BIGINT,YES,426,1623,14.9,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_funcoutcome_n_notes,BIGINT,YES,427,1623,14.9,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_imaging_has_data,BOOLEAN,YES,428,1728,15.9,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_imaging_key_finding,VARCHAR,YES,429,1727,15.9,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_imaging_n_entities,BIGINT,YES,430,1728,15.9,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_imaging_n_notes,BIGINT,YES,431,1728,15.9,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_labs_has_data,BOOLEAN,YES,432,791,7.3,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_labs_key_finding,VARCHAR,YES,433,784,7.2,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_labs_n_entities,BIGINT,YES,434,791,7.3,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_labs_n_notes,BIGINT,YES,435,791,7.3,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ln_has_data,BOOLEAN,YES,436,868,8.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ln_levels_mentioned,VARCHAR,YES,437,823,7.6,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ln_n_entities,BIGINT,YES,438,868,8.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ln_n_notes,BIGINT,YES,439,868,8.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ln_positive_mentioned,BOOLEAN,YES,440,868,8.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_complications_has_data,BOOLEAN,YES,441,2840,26.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_complications_n_rows,BIGINT,YES,442,2840,26.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_genetics_has_data,BOOLEAN,YES,443,605,5.6,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_genetics_n_rows,BIGINT,YES,444,605,5.6,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_medications_has_data,BOOLEAN,YES,445,2070,19.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_medications_n_rows,BIGINT,YES,446,2070,19.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_operative_has_data,BOOLEAN,YES,447,4031,37.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_operative_n_rows,BIGINT,YES,448,4031,37.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_problemlist_has_data,BOOLEAN,YES,449,4036,37.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_problemlist_n_rows,BIGINT,YES,450,4036,37.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_procedures_has_data,BOOLEAN,YES,451,4722,43.4,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_procedures_n_rows,BIGINT,YES,452,4722,43.4,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_staging_has_data,BOOLEAN,YES,453,1639,15.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ne_staging_n_rows,BIGINT,YES,454,1639,15.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_parathyroid_has_data,BOOLEAN,YES,455,110,1.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_parathyroid_key_finding,VARCHAR,YES,456,110,1.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_parathyroid_n_entities,BIGINT,YES,457,110,1.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_parathyroid_n_notes,BIGINT,YES,458,110,1.0,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_path_ete_mentioned,BOOLEAN,YES,459,2794,25.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_path_has_data,BOOLEAN,YES,460,2794,25.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_path_histology_mentioned,VARCHAR,YES,461,1994,18.3,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_path_ln_positive_mentioned,BOOLEAN,YES,462,2794,25.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_path_margin_mentioned,BOOLEAN,YES,463,2794,25.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_path_multifocal_mentioned,BOOLEAN,YES,464,2794,25.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_path_n_entities,BIGINT,YES,465,2794,25.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_path_n_notes,BIGINT,YES,466,2794,25.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_path_vasc_inv_mentioned,BOOLEAN,YES,467,2794,25.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_physexam_has_data,BOOLEAN,YES,468,512,4.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_physexam_key_finding,VARCHAR,YES,469,505,4.6,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_physexam_n_entities,BIGINT,YES,470,512,4.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_physexam_n_notes,BIGINT,YES,471,512,4.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_pmhx_has_data,BOOLEAN,YES,472,290,2.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_pmhx_key_finding,VARCHAR,YES,473,290,2.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_pmhx_n_entities,BIGINT,YES,474,290,2.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_pmhx_n_notes,BIGINT,YES,475,290,2.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_pshx_has_data,BOOLEAN,YES,476,1864,17.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_pshx_key_finding,VARCHAR,YES,477,1864,17.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_pshx_n_entities,BIGINT,YES,478,1864,17.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_pshx_n_notes,BIGINT,YES,479,1864,17.1,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ptdecision_has_data,BOOLEAN,YES,480,367,3.4,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ptdecision_key_finding,VARCHAR,YES,481,366,3.4,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ptdecision_n_entities,BIGINT,YES,482,367,3.4,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_ptdecision_n_notes,BIGINT,YES,483,367,3.4,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_radtx_has_data,BOOLEAN,YES,484,210,1.9,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_radtx_key_finding,VARCHAR,YES,485,210,1.9,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_radtx_n_entities,BIGINT,YES,486,210,1.9,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_radtx_n_notes,BIGINT,YES,487,210,1.9,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_raidetail_has_data,BOOLEAN,YES,488,620,5.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_raidetail_key_finding,VARCHAR,YES,489,620,5.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_raidetail_n_entities,BIGINT,YES,490,620,5.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
nlp_raidetail_n_notes,BIGINT,YES,491,620,5.7,note_entities_llm_* (fleet NLP),NLP-extracted from clinical notes (qwen3:32b fleet)
