catalog,schema,object_name,table_type,classification,row_count,patient_key,origin_key,time_key,linkage_key,build_release_key,overall_verdict,missing_fields,substitutes,gap_kind,remediation,sql_file
Thyroid 2026,main,molecular_ingestion_runs,BASE TABLE,row_level_fact_event,0,FAIL: missing column(s),FAIL: missing column(s),PASS: empty object,FAIL: missing column(s),PASS: empty object,FAIL,patient;origin;linkage,,"schema,schema",Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__molecular_ingestion_runs__count_nulls.sql
Thyroid 2026,main,molecular_normalization_review_v1,VIEW,row_level_fact_event,0,PASS: empty object,PASS: empty object,PASS: empty object,PASS: empty object,PASS: empty object,PASS,,,,,object_level_sql/main__molecular_normalization_review_v1__count_nulls.sql
Thyroid 2026,main,molecular_results,BASE TABLE,row_level_fact_event,0,PASS: empty object,PASS: empty object,PASS: empty object,PASS: empty object,PASS: empty object,PASS,,,,,object_level_sql/main__molecular_results__count_nulls.sql
Thyroid 2026,main,molecular_results_contract_v1,VIEW,row_level_fact_event,0,PASS: empty object,PASS: empty object,PASS: empty object,PASS: empty object,PASS: empty object,PASS,,,,,object_level_sql/main__molecular_results_contract_v1__count_nulls.sql
Thyroid 2026,main,molecular_results_enriched_v1,VIEW,row_level_fact_event,0,PASS: empty object,PASS: empty object,PASS: empty object,PASS: empty object,PASS: empty object,PASS,,,,,object_level_sql/main__molecular_results_enriched_v1__count_nulls.sql
Thyroid 2026,main,molecular_test_episode_v2,BASE TABLE,row_level_fact_event,10126,PASS: `research_id` non-null all rows,PASS: `source_table` non-null all rows,FAIL: missing column(s),PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,time;linkage;build/release,,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__molecular_test_episode_v2__count_nulls.sql
Thyroid 2026,main,molecular_variant_long,BASE TABLE,row_level_fact_event,0,PASS: empty object,PASS: empty object,PASS: empty object,PASS: empty object,FAIL: missing column(s),FAIL,build/release,,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__molecular_variant_long__count_nulls.sql
Thyroid 2026,main,molecular_variant_long_contract_v1,VIEW,row_level_fact_event,0,PASS: empty object,PASS: empty object,PASS: empty object,PASS: empty object,FAIL: missing column(s),FAIL,build/release,,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__molecular_variant_long_contract_v1__count_nulls.sql
Thyroid 2026,main,mrn_crosswalk_v1,BASE TABLE,row_level_fact_event,0,PASS: empty object,FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL,origin;time;linkage;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__mrn_crosswalk_v1__count_nulls.sql
Thyroid 2026,main,note_entities_complications,BASE TABLE,row_level_fact_event,9359,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PARTIAL: `entity_date` NULL rows=9196/9359,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,time;linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_complications__count_nulls.sql
Thyroid 2026,main,note_entities_genetics,BASE TABLE,row_level_fact_event,1738,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PARTIAL: `entity_date` NULL rows=1478/1738,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,time;linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_genetics__count_nulls.sql
Thyroid 2026,main,note_entities_llm_airway_invasion,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_airway_invasion__count_nulls.sql
Thyroid 2026,main,note_entities_llm_cervical_ln_detail,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_cervical_ln_detail__count_nulls.sql
Thyroid 2026,main,note_entities_llm_dynamic_risk_response,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_dynamic_risk_response__count_nulls.sql
Thyroid 2026,main,note_entities_llm_frozen_section_detail,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_frozen_section_detail__count_nulls.sql
Thyroid 2026,main,note_entities_llm_functional_outcomes,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_functional_outcomes__count_nulls.sql
Thyroid 2026,main,note_entities_llm_imaging,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_imaging__count_nulls.sql
Thyroid 2026,main,note_entities_llm_labs,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_labs__count_nulls.sql
Thyroid 2026,main,note_entities_llm_parathyroid_detail,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_parathyroid_detail__count_nulls.sql
Thyroid 2026,main,note_entities_llm_past_medical_hx,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_past_medical_hx__count_nulls.sql
Thyroid 2026,main,note_entities_llm_past_surgical_hx,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_past_surgical_hx__count_nulls.sql
Thyroid 2026,main,note_entities_llm_pathology,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_pathology__count_nulls.sql
Thyroid 2026,main,note_entities_llm_patient_decision_adherence,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_patient_decision_adherence__count_nulls.sql
Thyroid 2026,main,note_entities_llm_physical_exam,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_physical_exam__count_nulls.sql
Thyroid 2026,main,note_entities_llm_presenting_symptoms,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_presenting_symptoms__count_nulls.sql
Thyroid 2026,main,note_entities_llm_rad_treatment,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_rad_treatment__count_nulls.sql
Thyroid 2026,main,note_entities_llm_rai_detailed,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_rai_detailed__count_nulls.sql
Thyroid 2026,main,note_entities_llm_recurrence,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_recurrence__count_nulls.sql
Thyroid 2026,main,note_entities_llm_survival_followup,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_survival_followup__count_nulls.sql
Thyroid 2026,main,note_entities_llm_synoptic_pathology_enrichment,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_synoptic_pathology_enrichment__count_nulls.sql
Thyroid 2026,main,note_entities_llm_tg_kinetics,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_tg_kinetics__count_nulls.sql
Thyroid 2026,main,note_entities_llm_tirads_granular,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_tirads_granular__count_nulls.sql
Thyroid 2026,main,note_entities_llm_us_nodule_dynamics,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_us_nodule_dynamics__count_nulls.sql
Thyroid 2026,main,note_entities_llm_vascular_invasion,BASE TABLE,row_level_fact_event,11037,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PASS: `note_date` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,linkage;build/release,note_row_id,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_llm_vascular_invasion__count_nulls.sql
Thyroid 2026,main,note_entities_medications,BASE TABLE,row_level_fact_event,7501,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PARTIAL: `entity_date` NULL rows=6216/7501,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,time;linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_medications__count_nulls.sql
Thyroid 2026,main,note_entities_operative_detail,BASE TABLE,row_level_fact_event,12151,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PARTIAL: `entity_date` NULL rows=12062/12151,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,time;linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_operative_detail__count_nulls.sql
Thyroid 2026,main,note_entities_problem_list,BASE TABLE,row_level_fact_event,11579,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PARTIAL: `entity_date` NULL rows=9890/11579,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,time;linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_problem_list__count_nulls.sql
Thyroid 2026,main,note_entities_procedures,BASE TABLE,row_level_fact_event,21942,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PARTIAL: `entity_date` NULL rows=18404/21942,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,time;linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_procedures__count_nulls.sql
Thyroid 2026,main,note_entities_staging,BASE TABLE,row_level_fact_event,3807,PASS: `research_id` non-null all rows,PASS: `note_row_id` non-null all rows,PARTIAL: `entity_date` NULL rows=2319/3807,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `extraction_run_id` non-null all rows,PARTIAL,time;linkage,note_row_id,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__note_entities_staging__count_nulls.sql
Thyroid 2026,main,note_extraction_runs,BASE TABLE,row_level_fact_event,3,PASS (exception): no research_id; run-grain registry keyed by run_id,PASS (exception): git_commit + domains_requested surface build provenance,PASS: `started_at` non-null all rows,PASS (exception): N/A at run grain,PASS (exception): started_at + git_commit,PASS (exception: run-registry grain),,,,N/A — run-telemetry registry (contract §2 note_extraction_runs).,object_level_sql/main__note_extraction_runs__count_nulls.sql
Thyroid 2026,main,notes_entity_summary,VIEW,row_level_fact_event,5272,PASS: `research_id` non-null all rows,FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL,origin;time;linkage;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__notes_entity_summary__count_nulls.sql
Thyroid 2026,main,nuclear_med,BASE TABLE,row_level_fact_event,2220,PASS: `research_id` non-null all rows,PASS: `source_workbook` non-null all rows,PASS: `ingested_at_utc` non-null all rows,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `ingest_script_version` non-null all rows,PARTIAL,linkage,,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__nuclear_med__count_nulls.sql
Thyroid 2026,main,operative_episode_detail_v2,BASE TABLE,row_level_fact_event,9371,PASS: `research_id` non-null all rows,FAIL: missing column(s),FAIL: missing column(s),PASS: `surgery_episode_id` non-null all rows,FAIL: missing column(s),FAIL,origin;time;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__operative_episode_detail_v2__count_nulls.sql
Thyroid 2026,main,path_synoptics,BASE TABLE,row_level_fact_event,11688,PASS: `research_id` non-null all rows,PASS: `source_workbook` non-null all rows,PARTIAL: `surg_date` NULL rows=2/11688,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `ingest_script_version` non-null all rows,PARTIAL,time;linkage,,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__path_synoptics__count_nulls.sql
Thyroid 2026,main,path_synoptics_encounter_qc_v1,VIEW,row_level_fact_event,11688,PASS: `research_id` non-null all rows,PASS: `source_workbook` non-null all rows,PARTIAL: `surg_date` NULL rows=2/11688,PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,PASS: `ingest_script_version` non-null all rows,PARTIAL,time;linkage,,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__path_synoptics_encounter_qc_v1__count_nulls.sql
Thyroid 2026,main,pathology_rai_linkage_v3,BASE TABLE,row_level_fact_event,23,PASS: `research_id` non-null all rows,FAIL: missing column(s),PASS: `surgery_date` non-null all rows,PASS: `surgery_episode_id` non-null all rows,FAIL: missing column(s),FAIL,origin;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__pathology_rai_linkage_v3__count_nulls.sql
Thyroid 2026,main,patient_analysis_resolved_v1,BASE TABLE,row_level_fact_event,10871,PASS: `research_id` non-null all rows,PASS: `source_table` non-null all rows,FAIL: missing column(s),PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,time;linkage;build/release,,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__patient_analysis_resolved_v1__count_nulls.sql
Thyroid 2026,main,patient_cross_domain_timeline_v2,BASE TABLE,row_level_fact_event,61055,PASS: `research_id` non-null all rows,FAIL: missing column(s),PARTIAL: `event_date` NULL rows=11543/61055,FAIL: missing column(s),FAIL: missing column(s),FAIL,origin;time;linkage;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__patient_cross_domain_timeline_v2__count_nulls.sql
Thyroid 2026,main,patient_refined_master_clinical_v12,BASE TABLE,row_level_fact_event,12886,PASS: `research_id` non-null all rows,FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL: missing column(s),FAIL,origin;time;linkage;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__patient_refined_master_clinical_v12__count_nulls.sql
Thyroid 2026,main,preop_surgery_linkage_v3,BASE TABLE,row_level_fact_event,3517,PASS: `research_id` non-null all rows,FAIL: missing column(s),PASS: `surgery_date` non-null all rows,PASS: `surgery_episode_id` non-null all rows,FAIL: missing column(s),FAIL,origin;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__preop_surgery_linkage_v3__count_nulls.sql
Thyroid 2026,main,rai_treatment_episode_v2,BASE TABLE,row_level_fact_event,1857,PASS: `research_id` non-null all rows,PASS: `source_table` non-null all rows,FAIL: missing column(s),PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,time;linkage;build/release,,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__rai_treatment_episode_v2__count_nulls.sql
Thyroid 2026,main,recurrence_event_clean_v1,BASE TABLE,row_level_fact_event,1946,PASS: `research_id` non-null all rows,PASS: `source_table` non-null all rows,FAIL: missing column(s),PARTIAL: no episode/specimen ids; join from note_row_id / canonical spine,FAIL: missing column(s),FAIL,time;linkage;build/release,,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__recurrence_event_clean_v1__count_nulls.sql
Thyroid 2026,main,review_queue_imaging_fna_mm_v1,BASE TABLE,row_level_fact_event,3093,PASS: `research_id` non-null all rows,FAIL: missing column(s),FAIL: missing column(s),PASS: `fna_episode_id` non-null all rows,FAIL: missing column(s),FAIL,origin;time;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__review_queue_imaging_fna_mm_v1__count_nulls.sql
Thyroid 2026,main,specimen_genomic_assay_v1,BASE TABLE,row_level_lab_specimen_molecular,10126,PASS: `research_id` non-null all rows,PASS: `source_table` non-null all rows,FAIL: missing column(s),PARTIAL: `surgery_episode_id` NULL rows=9901/10126,PASS: `materialized_at` non-null all rows,FAIL,time;linkage,,,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__specimen_genomic_assay_v1__count_nulls.sql
Thyroid 2026,main,specimen_master_v1,BASE TABLE,row_level_lab_specimen_molecular,10139,PASS: `research_id` non-null all rows,PASS: `specimen_fingerprint_sha256` non-null all rows,PASS: `procedure_date_day` non-null all rows,PARTIAL: `surgery_episode_id` NULL rows=2323/10139,PASS: `identity_build_run_id` non-null all rows,PARTIAL,linkage,,population,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__specimen_master_v1__count_nulls.sql
Thyroid 2026,main,specimen_source_xref_v1,BASE TABLE,row_level_lab_specimen_molecular,,FAIL: missing column(s),PARTIAL: null scan failed,FAIL: missing column(s),PARTIAL: null scan failed,PARTIAL: null scan failed,FAIL,patient;origin;time;linkage;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__specimen_source_xref_v1__count_nulls.sql
Thyroid 2026,main,specimen_tumor_focus_v1,BASE TABLE,row_level_lab_specimen_molecular,,PARTIAL: null scan failed,FAIL: missing column(s),PARTIAL: null scan failed,PARTIAL: null scan failed,PARTIAL: null scan failed,FAIL,patient;origin;time;linkage;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__specimen_tumor_focus_v1__count_nulls.sql
Thyroid 2026,main,surgery_pathology_linkage_v3,BASE TABLE,row_level_fact_event,9409,PASS: `research_id` non-null all rows,FAIL: missing column(s),PARTIAL: `surg_date` NULL rows=5/9409,PASS: `surgery_episode_id` non-null all rows,FAIL: missing column(s),FAIL,origin;time;build/release,,schema,Add/maintain contract columns per docs/motherduck_database_contract_v1.md §3; backfill via 103/117/138; linkage gaps: join via surgery_episode_id or canonical spine.,object_level_sql/main__surgery_pathology_linkage_v3__count_nulls.sql
